avg_na_sales,avg_eu_sales,avg_jp_sales,avg_other_sales,avg_global_sales,avg_total_sales
0.7162809917355374,0.26090909090909103,0.09206611570247934,0.08380165289256192,1.1539669421487606,2.307024793388429
