avg_na_sales,avg_eu_sales,avg_jp_sales,avg_other_sales,avg_global_sales,avg_total_sales
0.26135097408510993,0.1458129513868145,0.07767676154639208,0.04780057049219414,0.5329131516660106,1.0655544091765028
