avg_na_sales,avg_eu_sales,avg_jp_sales,avg_other_sales,avg_global_sales,avg_total_sales
1.4494117647058817,0.519019607843137,0.21843137254901962,0.1501960784313725,2.337647058823529,4.674705882352941
