avg_na_sales,avg_eu_sales,avg_jp_sales,avg_other_sales,avg_global_sales,avg_total_sales
0.2647315862736985,0.14690673606491236,0.07813472129757924,0.048089935241777106,0.5381365369485664,1.0759995158265097
