avg_na_sales,avg_eu_sales,avg_jp_sales,avg_other_sales,avg_global_sales,avg_total_sales
0.26466742981084057,0.1466520062658483,0.07778166044101108,0.048063019640913515,0.53744065550074,1.0746047716593312
